                        topology-zoo/PionierL1.gml   36       5.78
                            topology-zoo/Reuna.gml   37       5.84
                       topology-zoo/Darkstrand.gml   28       5.86
                             topology-zoo/Iris.gml   51       5.89
                           topology-zoo/Zamren.gml   36       5.96
                         topology-zoo/Oteglobe.gml   93       5.99
                       topology-zoo/NetworkUsa.gml   35       6.15
                    topology-zoo/RoedunetFibre.gml   48       6.21
                             topology-zoo/York.gml   23       6.22
                         topology-zoo/Globenet.gml   67       6.23
                       topology-zoo/Bellcanada.gml   48       6.31
                             topology-zoo/Sago.gml   18       6.39
                        topology-zoo/VisionNet.gml   24       6.56
                         topology-zoo/UsSignal.gml   63       6.58
                           topology-zoo/Biznet.gml   29       6.59
                            topology-zoo/Sanet.gml   43       6.83
                           topology-zoo/Ntelos.gml   48       6.84
                   topology-zoo/HiberniaGlobal.gml   55       6.87
                    topology-zoo/DialtelecomCz.gml  193       7.01
                           topology-zoo/Switch.gml   74       7.09
                         topology-zoo/Missouri.gml   67       7.23
                     topology-zoo/Intranetwork.gml   39       7.29
                        topology-zoo/LambdaNet.gml   42       7.30
                     topology-zoo/Intellifiber.gml   73       7.33
                         topology-zoo/Deltacom.gml  113       8.16
                         topology-zoo/Columbus.gml   70       8.24
                        topology-zoo/Interoute.gml  110       8.62
                             topology-zoo/Colt.gml  153       9.35
                            topology-zoo/GtsCe.gml  149       9.83
                          topology-zoo/TataNld.gml  145      10.85
                              topology-zoo/Ion.gml  125      11.14
                         topology-zoo/Cogentco.gml  197      11.51
                        topology-zoo/RedBestel.gml   84      11.59
                          topology-zoo/Syringa.gml   74      12.95
                        topology-zoo/UsCarrier.gml  158      13.09
                   topology-zoo/VtlWavenet2008.gml   88      13.90
                   topology-zoo/VtlWavenet2011.gml   92      14.07
                              topology-zoo/Kdl.gml  754      23.73
